Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Course,Fathers_occupation,Previous_qualification_grade,Curricular_units_1st_sem_grade,Admission_grade,Target
5,14.2,9991,9,120.0,14.8,135.0,Graduate
2,14.0,9119,1,120.0,13.0,120.0,Dropout
0,0.0,171,9,172.0,0.0,167.1,Graduate
1,10.0,9991,9,120.0,10.0,115.8,Dropout
6,12.0,9070,1,137.0,11.2,141.2,Graduate
3,13.0,9773,9,117.0,11.83333333,118.4,Graduate
0,0.0,9147,7,142.0,0.0,134.3,Dropout
0,0.0,9147,4,135.0,10.5,128.7,Dropout
5,13.57142857,9119,3,115.0,12.5,116.1,Dropout
0,0.0,171,2,110.0,0.0,100.0,Dropout
2,10.0,171,2,123.0,11.0,118.8,Enrolled
8,12.0,9991,9,140.0,12.33333333,130.0,Graduate
1,10.0,9130,1,150.0,0.0,150.0,Dropout
2,11.0,9119,9,120.0,17.0,116.0,Enrolled
3,11.42857143,9147,4,110.0,11.0,99.0,Enrolled
6,11.57142857,9238,9,133.0,11.14285714,132.0,Graduate
5,12.0,9254,9,110.0,12.16666667,125.0,Dropout
2,11.5,9119,9,126.0,11.0,116.2,Dropout
3,10.66666667,9670,0,133.1,11.0,100.0,Dropout
5,11.8,9773,9,136.0,13.25,132.9,Graduate
1,10.0,9773,7,129.0,0.0,132.5,Enrolled
0,0.0,9003,4,140.0,12.5,140.0,Dropout
4,12.25,9670,99,160.0,12.14285714,100.1,Dropout
3,11.33333333,9085,7,133.1,12.0,128.2,Dropout
4,10.42857143,9670,3,140.0,11.25,133.4,Enrolled
0,0.0,9773,10,142.0,0.0,136.1,Dropout
4,13.0,9670,8,138.0,12.4,123.0,Enrolled
6,12.66666667,9070,4,131.0,12.83333333,130.3,Graduate
2,10.0,9119,6,160.0,13.0,153.7,Enrolled
3,11.66666667,9085,6,110.0,12.0,142.5,Dropout
1,13.0,9254,8,124.0,12.0,114.6,Dropout
0,0.0,9500,8,120.0,0.0,108.5,Dropout
0,0.0,9147,9,133.1,0.0,140.0,Dropout
5,11.6,9003,4,133.1,11.375,120.0,Graduate
0,0.0,9670,10,133.1,12.0,120.0,Dropout
6,11.66666667,8014,9,123.0,11.83333333,127.6,Enrolled
2,10.5,9003,7,140.0,12.0,140.0,Dropout
2,11.0,9119,3,138.7,12.0,111.3,Dropout
5,11.83333333,9773,7,131.0,12.71428571,131.0,Graduate
8,15.3,9500,9,149.0,15.3,139.5,Graduate
0,0.0,9003,1,133.1,11.5,110.0,Dropout
3,12.6,9119,4,130.0,13.0,130.0,Enrolled
0,0.0,9003,2,120.0,0.0,115.0,Dropout
0,0.0,9500,3,133.1,0.0,154.3,Dropout
5,12.0,9147,9,143.0,11.0,135.0,Enrolled
5,13.125,9670,7,126.0,12.66666667,115.2,Dropout
6,14.0,9773,9,125.0,13.5,130.6,Graduate
5,11.4,9147,7,123.0,12.0,117.4,Graduate
0,0.0,9147,5,150.0,0.0,150.0,Dropout
4,10.5,9853,0,132.0,11.8,131.3,Dropout
1,13.0,9238,5,133.0,11.5,120.4,Dropout
3,12.0,9991,3,122.0,11.5,113.6,Enrolled
6,14.61666667,9500,3,137.0,14.61666667,125.0,Graduate
7,14.06,9500,9,145.0,14.06,132.3,Enrolled
3,11.33333333,9254,10,150.0,11.0,142.7,Dropout
0,0.0,9147,9,130.0,0.0,130.0,Dropout
7,12.19230769,9500,4,136.0,12.19230769,120.8,Graduate
6,12.33333333,9254,9,131.0,12.83333333,130.3,Graduate
5,11.83333333,9147,7,130.0,12.875,119.9,Graduate
6,12.5,9238,7,108.0,12.16666667,110.5,Graduate
6,12.85714286,9003,6,160.0,13.42857143,160.0,Graduate
6,14.66666667,9085,9,113.0,14.5,118.6,Graduate
7,12.85714286,9853,7,113.0,12.14285714,112.3,Graduate
3,11.71428571,9147,9,137.0,11.25,124.4,Enrolled
6,13.9,9500,3,148.0,13.9,125.0,Graduate
3,12.06666667,9500,8,130.0,13.76666667,105.8,Dropout
11,12.54545455,9147,0,133.1,11.61538462,121.5,Dropout
6,14.14285714,9238,8,138.0,15.16666667,134.2,Graduate
0,0.0,9147,5,130.0,0.0,130.0,Dropout
3,11.33333333,9085,9,127.0,14.5,122.8,Enrolled
6,10.71428571,9238,7,115.0,10.8,108.7,Graduate
8,14.95555556,9500,3,147.0,13.99571429,136.7,Graduate
6,11.8,9085,9,132.0,13.28571429,119.1,Graduate
11,13.25,171,5,146.0,12.75,151.3,Graduate
5,12.4,9238,5,109.0,10.5,108.3,Enrolled
7,12.28571429,9853,9,133.0,12.71428571,127.4,Graduate
8,12.88625,9500,9,124.0,12.88625,124.0,Graduate
6,12.66666667,9070,9,133.1,13.0,155.0,Graduate
5,11.2,9147,9,121.0,12.2,114.0,Graduate
3,14.5,9147,7,129.0,12.8,118.9,Enrolled
9,13.88888889,9085,9,160.0,13.78571429,160.0,Graduate
4,13.25,9147,9,131.0,0.0,126.1,Enrolled
8,14.50125,9500,7,150.0,14.50125,136.5,Graduate
6,14.35,9500,4,130.0,14.35,122.3,Graduate
6,12.33333333,9070,5,133.1,11.5,128.0,Graduate
6,14.66666667,9238,9,154.0,11.71428571,156.5,Graduate
5,13.6,9670,7,126.0,13.57142857,125.7,Enrolled
6,13.66666667,9773,5,150.0,13.0,143.0,Graduate
8,14.02625,9500,7,141.0,13.56875,131.9,Graduate
4,11.25,9991,9,134.0,10.2,113.7,Enrolled
0,0.0,171,3,146.0,0.0,155.1,Graduate
5,11.8,9853,9,134.0,12.2,121.1,Enrolled
8,14.15375,9500,3,139.0,14.15375,130.3,Graduate
0,0.0,9500,5,136.0,0.0,123.3,Dropout
6,12.83333333,9773,5,110.0,13.83333333,117.4,Graduate
4,14.0,9670,4,135.0,13.42857143,140.3,Enrolled
7,12.45428571,9500,5,129.0,12.45428571,120.0,Graduate
0,0.0,9147,5,139.0,11.0,133.4,Enrolled
0,0.0,9500,7,137.0,0.0,126.7,Dropout
7,12.94375,9500,8,138.0,13.27166667,129.3,Graduate
6,14.775,9500,9,136.0,13.54833333,125.7,Enrolled
6,12.5,9773,5,143.0,12.16666667,144.8,Enrolled
0,0.0,9254,3,133.1,11.0,98.6,Dropout
7,14.42857143,9853,9,136.0,13.28571429,126.9,Graduate
6,14.0,9238,9,139.0,13.33333333,146.7,Graduate
8,13.2575,9500,4,125.0,13.2575,117.0,Graduate
0,0.0,9085,6,130.0,0.0,130.0,Dropout
2,11.5,9238,8,137.0,12.66666667,125.8,Dropout
5,15.4,9991,10,130.0,14.6,160.0,Dropout
0,0.0,9085,1,130.0,0.0,134.2,Dropout
0,0.0,9147,9,160.0,12.33333333,96.0,Dropout
2,11.0,9147,5,100.0,10.8,101.8,Enrolled
6,11.33333333,9238,3,136.0,11.66666667,125.2,Graduate
6,14.33333333,8014,9,117.0,12.5,100.0,Dropout
0,0.0,9147,9,140.0,0.0,140.0,Dropout
6,14.16666667,9070,153,132.0,15.33333333,120.0,Graduate
7,14.2,9500,4,147.0,14.2,134.3,Graduate
6,14.66666667,9773,7,158.0,14.83333333,144.7,Graduate
8,14.3875,9500,9,142.0,13.64285714,131.9,Dropout
6,14.0,9773,8,143.0,13.83333333,136.7,Dropout
6,13.0,9070,7,135.0,11.83333333,129.8,Graduate
6,13.5,9773,7,160.0,13.42857143,146.5,Graduate
9,10.33333333,9991,8,120.0,10.5,122.5,Enrolled
8,11.9625,9556,7,133.1,11.41666667,117.8,Graduate
2,11.0,9556,8,133.1,12.75,106.0,Dropout
7,12.81428571,9556,9,133.0,11.15,119.0,Enrolled
5,13.625,9670,8,120.0,11.66666667,115.1,Enrolled
5,12.4,9254,7,106.0,11.5,116.9,Graduate
6,12.66666667,9773,9,148.0,13.83333333,141.7,Graduate
4,11.33333333,9070,3,134.0,11.71428571,127.7,Dropout
7,13.0375,9500,5,130.0,11.67857143,122.1,Graduate
6,14.66666667,9085,1,150.0,15.71428571,153.5,Dropout
0,0.0,171,8,141.0,0.0,141.4,Graduate
6,13.0,9773,6,140.0,13.0,135.8,Graduate
8,14.58888889,9500,2,138.0,14.48571429,127.5,Graduate
5,12.125,9991,9,130.0,12.28571429,151.6,Enrolled
5,13.5,9500,6,133.1,13.375,121.4,Enrolled
7,11.57142857,9500,4,133.0,11.57142857,100.0,Graduate
7,12.65714286,9500,9,150.0,12.65714286,131.5,Graduate
1,10.0,9147,9,117.0,10.0,109.3,Dropout
6,13.16666667,9238,5,145.0,13.71428571,127.9,Graduate
11,13.0,9238,9,140.0,13.07142857,140.0,Graduate
6,14.0,9003,7,160.0,15.33333333,160.0,Graduate
6,12.14285714,9238,1,125.0,11.57142857,119.8,Graduate
0,0.0,9991,9,133.1,0.0,153.0,Dropout
6,12.9,9500,7,139.0,12.9,125.0,Graduate
5,13.126,9500,9,130.0,13.126,103.7,Enrolled
3,11.66666667,9085,7,120.0,11.5,120.0,Dropout
5,11.8,9853,9,160.0,10.33333333,146.0,Enrolled
6,13.42857143,9070,4,120.0,13.5,116.9,Graduate
0,0.0,9147,9,130.0,0.0,117.9,Dropout
2,11.5,9147,10,124.0,12.0,128.6,Enrolled
8,11.375,9853,4,150.0,11.14285714,135.0,Graduate
4,10.25,9991,9,140.0,11.4,124.6,Enrolled
7,12.77142857,9500,7,135.0,12.77142857,124.0,Enrolled
7,13.79857143,9500,9,143.0,13.79857143,129.5,Graduate
6,13.5,8014,10,100.0,13.33333333,111.3,Graduate
0,0.0,8014,9,133.1,0.0,95.0,Dropout
13,12.84615385,9147,0,133.1,11.35714286,131.8,Dropout
0,0.0,9119,3,132.0,0.0,119.1,Dropout
5,14.42857143,9085,174,131.0,15.69230769,125.4,Graduate
13,14.53846154,9003,9,147.0,15.05263158,140.7,Graduate
5,12.4,9991,9,141.0,11.5,131.9,Dropout
1,10.0,9238,3,160.0,11.0,124.0,Enrolled
6,13.16666667,9254,7,135.0,13.0,139.2,Graduate
8,12.93875,9500,7,133.0,12.93875,121.8,Graduate
0,0.0,171,9,142.0,0.0,132.9,Graduate
0,0.0,9003,10,130.0,0.0,130.0,Dropout
5,12.88,9500,9,133.1,13.0,130.1,Dropout
4,11.8125,9500,7,133.1,12.18,124.5,Dropout
5,11.4,9670,9,130.0,11.33333333,162.3,Dropout
7,13.0,9500,9,149.0,13.0,137.8,Graduate
0,0.0,9670,0,130.0,0.0,119.5,Dropout
3,12.33333333,9130,10,150.0,12.5,110.0,Dropout
5,12.16666667,9238,3,106.0,11.0,105.0,Graduate
0,0.0,171,9,162.0,0.0,142.8,Dropout
0,0.0,9991,9,120.0,0.0,128.2,Dropout
1,10.0,9991,8,133.1,0.0,120.0,Dropout
0,0.0,9119,9,130.0,0.0,130.0,Dropout
4,10.75,9670,8,128.0,12.4,121.7,Graduate
6,14.1,9003,7,124.0,15.5,116.0,Graduate
3,10.8,9991,8,133.1,11.5,133.2,Dropout
4,11.6,9991,8,114.0,13.33333333,116.7,Dropout
6,13.5,9773,7,140.0,12.66666667,126.4,Graduate
0,0.0,9003,193,160.0,0.0,140.0,Enrolled
5,13.6,9147,9,122.0,12.6,120.3,Dropout
0,0.0,9070,10,140.0,13.5,118.0,Dropout
6,13.0,9670,9,160.0,13.0,149.5,Graduate
4,11.75,9003,6,130.0,11.71428571,130.0,Graduate
5,13.0,9670,9,141.0,12.16666667,126.3,Graduate
0,0.0,9147,7,127.0,0.0,116.2,Dropout
0,0.0,9254,1,126.0,0.0,126.0,Dropout
5,11.6,9670,9,131.0,11.5,122.3,Graduate
4,12.25,9147,7,130.0,11.25,119.5,Enrolled
8,12.375,9070,9,130.0,12.28571429,131.8,Graduate
8,12.80555556,9500,3,140.0,12.71857143,130.7,Dropout
2,15.0,9130,7,140.0,12.4,140.0,Enrolled
0,0.0,171,1,140.0,0.0,129.5,Dropout
0,0.0,9670,7,133.1,14.0,130.0,Dropout
4,11.25,9670,4,120.0,11.66666667,114.0,Dropout
4,11.25,9773,5,121.0,13.0,121.0,Enrolled
0,0.0,171,9,123.0,0.0,116.4,Dropout
1,12.0,9119,9,136.0,0.0,121.7,Dropout
2,12.5,9254,112,136.0,11.5,130.0,Dropout
6,11.5,9991,9,120.0,11.71428571,120.0,Dropout
5,13.71428571,9991,1,160.0,12.6,125.0,Graduate
12,11.25,171,9,125.0,11.64285714,134.1,Dropout
6,13.42857143,9670,8,146.0,14.875,149.5,Graduate
3,10.33333333,9670,4,117.0,10.0,113.2,Enrolled
5,14.6,9991,2,150.0,14.2,146.0,Enrolled
6,13.5,9003,7,140.0,12.71428571,140.0,Graduate
5,11.2,9003,2,111.0,11.6,162.4,Dropout
6,12.2,9500,5,120.0,11.94,136.6,Dropout
3,14.2,9119,8,111.0,11.6,111.0,Dropout
7,13.475,9500,10,118.0,12.7,115.7,Enrolled
5,13.8,9670,3,106.0,13.33333333,105.7,Graduate
9,13.11111111,9003,6,120.0,13.33333333,128.2,Enrolled
5,15.0,9147,7,151.0,13.4,137.0,Graduate
0,0.0,9254,0,133.1,0.0,120.0,Dropout
0,0.0,9991,0,120.0,11.0,120.5,Dropout
9,11.33333333,9991,10,120.0,12.0,118.1,Dropout
0,0.0,9991,9,110.0,0.0,139.0,Dropout
0,0.0,9147,10,133.1,0.0,116.3,Dropout
4,10.25,9254,5,118.0,12.5,120.5,Dropout
6,12.16666667,9070,9,139.0,13.66666667,134.9,Graduate
0,0.0,9119,2,130.0,10.0,123.0,Dropout
2,13.0,9670,9,132.0,11.5,122.9,Dropout
4,12.75,9991,4,100.0,12.25,140.0,Enrolled
5,13.66666667,9085,8,120.0,13.6,122.5,Enrolled
3,11.33333333,9991,9,133.1,10.5,121.5,Enrolled
6,13.26666667,9500,9,156.0,13.26666667,132.3,Graduate
8,14.1875,9500,6,143.0,12.5125,131.5,Graduate
0,0.0,9130,0,133.1,0.0,128.2,Dropout
0,0.0,9670,9,140.0,0.0,148.0,Dropout
6,13.48333333,9500,9,127.0,13.48333333,121.5,Graduate
5,12.16,9500,193,135.0,12.565,135.4,Enrolled
0,0.0,9238,9,133.1,0.0,139.0,Dropout
3,11.66666667,9147,3,120.0,13.0,113.4,Dropout
5,17.71428571,9119,9,150.0,16.5,150.0,Dropout
5,13.2,9670,3,123.0,13.16666667,122.0,Enrolled
6,13.14285714,9085,1,150.0,13.8,150.0,Graduate
4,11.8,9254,7,133.1,11.16666667,119.3,Enrolled
0,0.0,9003,4,130.0,0.0,140.0,Dropout
6,12.14285714,9070,10,140.0,12.66666667,125.0,Enrolled
4,14.5,9670,4,141.0,12.6,140.7,Graduate
0,0.0,9500,4,133.1,13.06,100.0,Enrolled
6,13.625,9773,5,146.0,13.83333333,146.7,Graduate
0,0.0,9130,99,133.1,0.0,96.0,Dropout
2,16.0,9119,3,160.0,16.0,160.0,Dropout
0,0.0,9119,4,130.0,0.0,130.0,Dropout
3,10.66666667,9991,2,160.0,10.66666667,130.0,Dropout
18,14.5,9070,6,140.0,14.5,140.0,Graduate
5,13.8,9119,3,126.0,14.0,116.6,Graduate
5,13.57142857,9119,9,118.0,13.33333333,120.5,Graduate
0,0.0,9085,5,133.1,0.0,103.0,Dropout
4,11.2,9070,144,121.0,12.0,111.9,Graduate
5,16.0,9119,5,148.0,16.2,148.7,Graduate
5,10.6,9991,9,133.1,10.28571429,120.0,Dropout
0,0.0,9119,9,140.0,0.0,125.7,Enrolled
6,13.16666667,9254,9,132.0,13.57142857,120.1,Graduate
6,14.85714286,9130,3,140.0,14.28571429,127.8,Graduate
4,10.5,9147,3,112.0,10.2,106.4,Graduate
2,10.25,9500,9,100.0,10.25,100.0,Dropout
0,0.0,9085,5,126.0,0.0,123.9,Dropout
6,14.83333333,9670,7,150.0,14.83333333,139.5,Graduate
5,12.6,9003,8,150.0,13.625,150.0,Graduate
7,13.65714286,9556,144,144.0,12.27142857,139.8,Graduate
0,0.0,9991,9,133.1,0.0,154.4,Dropout
5,10.5,9147,9,120.0,12.5,115.5,Enrolled
7,13.14285714,8014,7,133.1,13.22222222,119.0,Graduate
2,11.5,33,9,133.1,15.0,96.1,Dropout
0,0.0,171,2,130.0,0.0,130.0,Dropout
12,13.0,9070,2,133.0,13.16666667,128.8,Graduate
4,14.0,9773,8,124.0,13.83333333,126.8,Graduate
0,0.0,9991,2,130.0,0.0,130.0,Dropout
0,0.0,9147,3,124.0,0.0,116.7,Enrolled
7,13.15428571,9500,7,132.0,13.15428571,125.5,Enrolled
6,13.16666667,9670,3,110.0,12.33333333,110.0,Dropout
5,11.8,9773,3,127.0,13.0,133.7,Dropout
5,11.4,9130,1,130.0,11.5,117.6,Enrolled
1,12.0,9003,10,140.0,13.25,140.0,Dropout
3,12.75,9003,1,150.0,13.33333333,150.0,Enrolled
6,12.16666667,9238,5,133.0,13.5,133.7,Graduate
5,12.8,9773,3,109.0,12.66666667,137.0,Graduate
6,14.5,9147,1,133.1,15.09090909,128.2,Dropout
0,0.0,171,5,133.0,0.0,129.2,Dropout
6,12.66666667,9773,3,134.0,13.16666667,129.5,Graduate
6,12.83333333,9773,7,125.0,12.83333333,129.6,Graduate
3,12.0,9119,193,135.0,11.8,121.7,Enrolled
6,12.16666667,9773,9,132.0,11.83333333,141.8,Graduate
3,12.75,9773,4,135.0,12.8,129.8,Graduate
5,11.0,9070,4,100.0,11.8,106.0,Dropout
0,0.0,171,4,144.0,0.0,121.6,Enrolled
5,14.57142857,9119,4,125.0,15.8,121.5,Dropout
0,0.0,171,9,133.1,0.0,117.0,Enrolled
3,11.6,9119,5,130.0,12.5,130.0,Enrolled
6,13.85714286,9670,4,117.0,14.66666667,117.7,Graduate
2,12.0,9085,7,140.0,12.5,140.0,Dropout
2,10.5,9119,3,132.0,12.0,133.1,Dropout
6,11.83333333,9119,2,133.1,13.14285714,100.0,Enrolled
4,11.14285714,9670,4,132.0,12.66666667,119.1,Dropout
5,14.2,9119,8,148.0,15.0,129.8,Enrolled
5,11.8,9238,7,133.0,13.6,131.3,Dropout
6,13.83333333,9773,7,143.0,12.5,136.7,Graduate
6,13.5,9238,9,143.0,13.33333333,126.2,Graduate
5,11.0,9085,9,133.1,12.25,109.6,Dropout
8,16.09375,9500,3,141.0,15.10142857,131.9,Graduate
6,16.0,9238,9,140.0,13.16666667,140.7,Graduate
0,0.0,8014,4,134.0,11.0,120.7,Dropout
4,11.75,9147,4,118.0,11.66666667,113.8,Graduate
1,13.0,9238,5,135.0,10.0,121.0,Enrolled
2,11.0,8014,0,119.0,11.57142857,112.4,Dropout
5,11.2,9773,4,145.0,12.16666667,131.0,Enrolled
0,0.0,171,9,143.0,0.0,142.7,Dropout
6,14.28571429,9670,8,123.0,13.83333333,125.5,Graduate
7,13.0,9500,3,108.0,12.35714286,107.8,Graduate
2,10.33333333,9773,7,117.0,12.16666667,110.4,Dropout
2,12.5,9238,102,140.0,12.0,136.1,Enrolled
7,13.0,9254,6,170.0,12.41666667,138.3,Graduate
4,12.75,9085,6,157.0,12.75,142.3,Graduate
18,14.93333333,9500,4,141.0,14.93333333,145.0,Graduate
6,11.66666667,9773,3,125.0,13.0,125.7,Graduate
6,12.66666667,9853,9,133.1,12.85714286,108.0,Enrolled
8,13.91,9500,5,143.0,14.455,128.7,Graduate
6,13.28571429,9670,4,142.0,14.0,128.0,Graduate
6,12.66666667,9773,4,150.0,13.5,146.5,Graduate
0,0.0,9254,6,112.0,0.0,106.1,Dropout
5,14.0,8014,1,133.1,11.66666667,118.0,Graduate
5,13.33333333,9085,9,125.0,12.0,117.0,Graduate
6,11.83333333,9238,8,121.0,11.71428571,115.4,Graduate
6,12.42857143,9238,3,133.1,12.66666667,117.0,Graduate
4,12.8,9085,2,133.1,11.75,144.9,Enrolled
0,0.0,9238,6,135.0,0.0,127.0,Dropout
7,12.32857143,9500,5,132.0,12.32857143,118.0,Graduate
1,10.0,9853,8,133.1,11.66666667,118.0,Dropout
11,12.72727273,9070,9,135.0,13.25,126.4,Graduate
4,13.25,9670,10,110.0,11.83333333,110.0,Enrolled
8,15.125,9556,9,133.0,13.3,124.4,Graduate
5,11.8,9085,9,140.0,12.55555556,140.0,Enrolled
6,12.16666667,9773,10,135.0,12.83333333,129.4,Graduate
6,12.83333333,9238,5,140.0,12.83333333,141.7,Graduate
3,13.0,9085,10,144.0,12.66666667,132.1,Graduate
7,14.47142857,9500,2,122.0,13.27142857,116.8,Graduate
5,12.83333333,9991,8,143.0,12.4,135.0,Graduate
4,11.25,9085,5,150.0,14.5,150.0,Enrolled
0,0.0,9238,10,124.0,0.0,116.0,Dropout
6,13.25,9773,122,156.0,14.28571429,155.0,Graduate
5,12.6,9085,10,142.0,12.33333333,127.0,Graduate
7,12.67142857,9500,8,142.0,12.58333333,130.8,Graduate
7,13.77142857,9500,9,126.0,13.73166667,121.8,Dropout
5,12.14285714,9003,4,133.1,12.875,140.0,Enrolled
5,13.4,9070,4,170.0,14.625,148.5,Dropout
0,0.0,9147,99,130.0,0.0,109.8,Dropout
6,12.66666667,9238,9,133.0,12.66666667,119.7,Graduate
6,12.49166667,9500,2,122.0,12.49166667,122.0,Graduate
11,14.16666667,171,4,138.0,13.66666667,147.5,Graduate
6,14.5,9085,9,163.0,16.0,150.8,Graduate
6,13.0,9085,7,150.0,14.14285714,150.0,Graduate
4,13.75,8014,141,133.1,11.83333333,131.5,Graduate
6,13.0,9070,5,144.0,12.66666667,127.2,Graduate
6,12.66666667,9070,3,118.0,12.5,111.0,Graduate
4,11.25,9238,7,101.0,10.88888889,119.9,Graduate
0,0.0,9773,0,133.0,13.0,133.7,Dropout
6,16.0,9670,114,133.1,15.16666667,140.0,Graduate
6,12.0,9853,3,124.0,12.66666667,113.9,Graduate
0,0.0,171,9,127.0,0.0,120.7,Dropout
5,10.2,9147,9,133.1,12.0,119.8,Enrolled
0,0.0,9991,9,110.0,0.0,121.8,Dropout
0,0.0,171,5,110.0,0.0,117.7,Graduate
4,11.5,9147,7,160.0,11.0,110.0,Dropout
6,15.9,9003,10,120.0,15.71428571,134.4,Dropout
11,11.63636364,9147,0,133.1,10.81818182,125.3,Dropout
0,0.0,9147,7,132.0,12.0,119.1,Dropout
4,11.25,9238,10,130.0,12.6,146.0,Graduate
3,14.0,9130,1,130.0,13.0,130.0,Enrolled
4,10.75,9147,4,129.0,11.6,122.0,Graduate
1,11.0,9119,5,130.0,10.0,118.1,Dropout
0,0.0,9670,7,140.0,14.0,105.2,Dropout
2,12.5,9119,7,131.0,12.6,123.3,Dropout
0,0.0,171,9,129.0,0.0,124.8,Dropout
1,12.0,9991,9,133.1,11.33333333,149.4,Dropout
5,11.4,9254,9,112.0,12.66666667,108.5,Graduate
2,10.5,9254,10,119.0,10.8,125.0,Enrolled
7,11.85625,9500,10,133.1,12.87857143,101.0,Graduate
0,0.0,9085,5,123.0,0.0,112.9,Dropout
5,11.4,9070,5,131.0,12.83333333,120.2,Enrolled
3,12.83333333,9147,99,120.0,12.6,111.6,Enrolled
0,0.0,9147,2,125.0,0.0,134.1,Dropout
0,0.0,9119,9,133.1,0.0,101.6,Dropout
6,14.0,9670,1,121.0,14.16666667,111.9,Graduate
4,13.25,9147,6,148.0,13.4,118.4,Dropout
4,11.25,9147,5,139.0,11.2,127.1,Graduate
0,0.0,171,10,125.0,0.0,120.5,Graduate
5,11.8,9070,10,128.0,12.66666667,136.1,Dropout
4,11.25,9670,3,132.0,12.33333333,124.0,Dropout
5,12.0,9085,151,137.0,12.25,141.6,Graduate
0,0.0,171,9,160.0,0.0,160.0,Dropout
3,10.33333333,9147,7,120.0,10.75,110.0,Dropout
0,0.0,33,1,134.0,0.0,100.0,Dropout
0,0.0,9670,3,133.1,0.0,120.0,Dropout
2,12.5,9147,3,116.0,14.33333333,124.8,Enrolled
2,11.5,9130,10,140.0,11.5,140.0,Dropout
0,0.0,171,9,140.0,0.0,124.3,Graduate
0,0.0,9147,7,122.0,10.5,118.9,Dropout
0,0.0,9670,8,141.0,13.5,130.2,Dropout
0,0.0,9003,123,120.0,11.0,120.0,Enrolled
0,0.0,9070,7,140.0,10.0,140.0,Dropout
0,0.0,9003,1,133.1,0.0,130.0,Dropout
3,10.66666667,9119,4,137.0,12.0,130.4,Dropout
5,12.2,9670,9,122.0,12.25,116.1,Dropout
6,11.66666667,9003,10,130.0,11.4,130.0,Dropout
0,0.0,9991,5,140.0,0.0,124.3,Dropout
5,14.0,9670,7,125.0,14.25,125.0,Graduate
10,14.2,8014,10,110.0,14.45454545,110.0,Graduate
12,14.46153846,9003,8,133.1,14.53846154,115.0,Graduate
7,11.95,9500,7,132.0,12.73333333,129.6,Graduate
4,13.5,9070,9,122.0,13.2,128.8,Dropout
0,0.0,171,1,155.0,0.0,144.2,Graduate
4,12.75,9238,7,120.0,12.33333333,134.0,Dropout
7,11.25,9147,5,129.0,11.2,112.0,Dropout
6,13.2,9500,9,144.0,13.2,128.8,Graduate
4,14.0,9119,9,130.0,11.83333333,134.0,Enrolled
2,11.5,9254,4,133.1,11.33333333,125.0,Enrolled
5,14.6,9119,3,133.0,13.6,123.2,Graduate
2,11.5,9119,7,131.0,0.0,118.4,Dropout
5,13.66666667,9670,10,133.1,12.85714286,116.2,Dropout
5,12.42857143,9119,3,133.1,14.33333333,123.0,Enrolled
6,14.0,9670,9,118.0,13.5,113.5,Graduate
4,15.6,9085,2,120.0,14.42857143,125.0,Enrolled
0,0.0,9853,0,133.1,0.0,134.8,Dropout
0,0.0,171,3,145.0,0.0,149.9,Graduate
8,12.82875,9500,4,125.0,12.82875,119.8,Graduate
4,13.75,9130,2,125.0,0.0,125.0,Graduate
0,0.0,9500,5,148.0,0.0,135.1,Dropout
6,13.16666667,9070,5,139.0,14.66666667,138.3,Graduate
7,13.93714286,9500,7,130.0,13.93714286,122.5,Graduate
12,14.58333333,9070,10,148.0,14.7,148.0,Graduate
5,12.2,9773,4,130.0,11.66666667,126.2,Graduate
6,14.85,9500,9,134.0,14.85,129.8,Graduate
0,0.0,9085,90,133.1,12.0,104.0,Dropout
8,15.62222222,9500,4,137.0,13.6875,126.7,Dropout
5,11.6,8014,9,130.0,12.4,120.0,Graduate
8,13.5425,9500,3,137.0,13.398,124.6,Graduate
4,12.0,9085,3,130.0,11.8,130.0,Enrolled
0,0.0,9991,7,140.0,0.0,127.3,Dropout
14,11.92857143,9147,9,150.0,11.76923077,122.0,Graduate
0,0.0,9238,10,130.0,0.0,125.1,Dropout
6,13.0,9085,7,133.1,13.28571429,110.0,Graduate
6,11.16666667,9238,9,134.0,11.66666667,129.8,Graduate
5,12.2,9238,7,125.0,11.5,114.9,Graduate
6,13.15,9500,6,141.0,13.08166667,125.6,Graduate
6,13.0,9070,7,138.0,12.66666667,125.1,Graduate
0,0.0,9773,8,116.0,11.33333333,115.7,Dropout
5,11.6,9853,2,122.0,13.6,112.6,Enrolled
5,13.2,9773,4,131.0,13.16666667,127.2,Dropout
0,0.0,9130,8,140.0,0.0,140.0,Dropout
5,12.6,9003,3,140.0,11.66666667,140.0,Graduate
6,13.42857143,9238,7,127.0,13.5,120.4,Graduate
0,0.0,9085,9,133.1,0.0,100.0,Dropout
6,14.14285714,9238,7,117.0,13.16666667,113.5,Graduate
2,12.5,9085,9,150.0,12.5,132.1,Dropout
6,13.0,9003,6,160.0,13.375,160.0,Graduate
6,12.66666667,9070,3,128.0,13.16666667,126.3,Graduate
2,13.5,9085,4,160.0,13.4,160.0,Enrolled
3,11.66666667,9556,2,126.0,13.0,100.0,Enrolled
7,13.15428571,9500,1,135.0,13.15428571,125.8,Graduate
6,12.83333333,9070,7,139.0,12.83333333,142.2,Graduate
7,13.14285714,9853,5,125.0,12.14285714,119.4,Graduate
6,12.38571429,9500,4,106.0,13.34,106.4,Enrolled
4,13.75,8014,3,120.0,13.0,120.0,Dropout
3,11.66666667,9003,9,150.0,12.0,150.0,Enrolled
